Down,Distance,Yardline,Optimal Choice
1,20,99,0
1,19,99,1
1,18,99,1
1,17,99,1
1,15,99,0
1,13,99,1
1,12,99,1
1,10,99,1
1,9,99,1
1,7,99,1
1,4,99,0
1,3,99,1
1,2,99,1
1,1,99,1
2,20,99,0
2,18,99,1
2,17,99,1
2,16,99,1
2,15,99,1
2,13,99,1
2,10,99,0
2,8,99,1
2,7,99,0
2,4,99,1
2,3,99,1
2,2,99,1
2,1,99,1
3,20,99,0
3,16,99,1
3,15,99,0
3,13,99,1
3,11,99,1
3,10,99,0
3,9,99,1
3,8,99,1
3,5,99,1
3,4,99,0
3,2,99,0
3,1,99,1
4,17,99,2
4,16,99,2
4,15,99,2
4,14,99,1
4,13,99,1
4,12,99,2
4,9,99,1
4,8,99,1
4,7,99,1
4,5,99,1
4,3,99,0
4,1,99,0
1,20,98,1
1,19,98,0
1,18,98,1
1,17,98,1
1,15,98,0
1,13,98,0
1,12,98,1
1,10,98,1
1,9,98,0
1,7,98,1
1,4,98,1
1,3,98,1
1,2,98,1
1,1,98,1
2,20,98,1
2,18,98,1
2,17,98,1
2,16,98,0
2,15,98,0
2,13,98,1
2,10,98,1
2,7,98,1
2,4,98,0
2,3,98,1
2,2,98,1
2,1,98,1
3,20,98,1
3,16,98,0
3,15,98,0
3,13,98,1
3,11,98,1
3,10,98,1
3,9,98,1
3,8,98,1
3,5,98,0
3,4,98,0
3,2,98,0
3,1,98,1
4,17,98,1
4,16,98,1
4,15,98,2
4,14,98,1
4,13,98,1
4,12,98,1
4,9,98,1
4,8,98,1
4,7,98,1
4,5,98,1
4,3,98,1
4,1,98,0
1,20,97,0
1,19,97,0
1,18,97,0
1,17,97,0
1,15,97,0
1,13,97,0
1,12,97,1
1,7,97,1
1,4,97,0
1,3,97,1
1,2,97,1
1,10,97,0
1,1,97,1
2,20,97,1
2,18,97,1
2,17,97,1
2,16,97,0
2,15,97,0
2,13,97,1
2,12,97,1
2,10,97,1
2,6,99,1
1,14,97,1
2,8,97,1
2,7,97,1
1,14,99,1
2,6,97,1
2,4,97,1
2,3,97,1
2,2,97,1
2,1,97,0
3,20,97,1
3,16,97,0
3,15,97,0
3,13,97,1
3,11,97,1
3,10,97,1
3,9,97,1
3,8,97,1
3,5,97,1
3,4,97,0
3,2,97,1
3,1,97,1
4,17,97,2
4,16,97,2
4,15,97,0
4,13,97,1
4,12,97,1
4,9,97,1
4,8,97,1
4,7,97,1
4,5,97,1
4,1,97,0
1,20,96,0
1,19,96,1
1,18,96,0
1,17,96,0
1,15,96,0
2,8,98,1
2,6,98,1
1,14,96,0
1,13,96,0
1,12,96,1
1,9,96,0
1,7,96,1
1,4,96,1
1,3,96,1
1,2,96,0
1,10,96,1
1,1,96,1
2,20,96,0
2,18,96,1
2,17,96,0
2,16,96,0
2,15,96,0
2,13,96,1
2,12,96,0
2,10,96,1
2,7,96,1
1,14,98,1
2,8,96,1
2,6,96,1
2,4,96,1
2,3,96,1
2,2,96,1
2,1,96,1
3,20,96,1
3,16,96,0
3,13,96,1
3,11,96,1
3,10,96,1
3,9,96,0
3,8,96,1
3,5,96,1
3,4,96,1
3,2,96,1
3,1,96,1
4,17,96,1
4,16,96,0
4,15,96,0
4,13,96,1
4,12,96,1
4,9,96,1
4,8,96,1
4,7,96,1
4,5,96,1
4,1,96,0
1,19,95,0
1,17,95,0
1,15,95,0
1,13,95,1
1,7,95,0
1,4,95,1
1,2,95,0
1,1,95,1
2,20,95,1
2,17,95,1
2,16,95,0
2,15,95,0
2,14,95,1
2,13,95,1
2,10,95,1
2,9,95,1
2,7,95,0
2,4,95,1
2,2,95,1
2,1,95,1
3,20,95,1
3,18,95,1
3,16,95,0
3,13,95,1
3,11,95,1
3,10,95,0
3,9,95,1
3,8,95,1
3,6,95,1
3,5,95,1
3,4,95,0
3,2,95,0
3,7,99,0
3,1,95,1
4,16,95,0
4,13,95,1
4,12,95,0
4,9,95,1
4,5,95,1
4,3,95,1
4,2,95,0
4,1,95,0
1,19,94,1
1,17,94,0
1,15,94,0
1,13,94,1
1,7,94,1
1,4,94,1
1,2,94,0
1,1,94,0
2,20,94,0
2,17,94,1
2,16,94,0
2,15,94,0
2,14,94,1
2,13,94,1
2,10,94,0
2,9,94,1
2,7,94,1
2,4,94,1
2,2,94,0
2,1,94,1
3,20,94,1
3,18,94,1
3,16,94,0
3,13,94,1
3,11,94,1
3,10,94,0
3,9,94,0
3,8,94,1
3,6,94,0
3,5,94,1
3,4,94,0
3,2,94,0
3,7,98,0
3,1,94,1
4,18,94,1
4,16,94,0
4,13,94,1
4,12,94,1
4,9,94,0
4,5,94,1
4,3,94,1
4,1,94,1
1,19,93,1
1,17,93,1
1,15,93,0
1,13,93,1
1,7,93,1
1,4,93,0
1,2,93,1
1,1,93,0
2,20,93,1
2,17,93,1
2,16,93,0
2,15,93,0
2,14,93,1
2,13,93,1
2,10,93,1
2,7,93,1
2,4,93,1
2,2,93,0
2,1,93,1
3,20,93,0
3,18,93,1
3,16,93,1
3,13,93,0
3,11,93,1
3,10,93,1
3,9,93,1
3,8,93,1
3,6,93,1
3,5,93,1
3,4,93,0
3,2,93,0
3,7,97,0
3,1,93,1
4,16,93,1
4,13,93,1
4,12,93,1
4,9,93,1
4,5,93,1
4,3,93,1
4,11,96,1
4,2,93,0
4,1,93,0
1,19,92,1
1,17,92,1
1,15,92,0
1,13,92,0
1,7,92,0
1,4,92,1
1,2,92,1
1,1,92,0
2,20,92,1
2,17,92,1
2,16,92,0
2,15,92,0
2,14,92,1
2,13,92,1
2,10,92,1
2,7,92,1
2,4,92,1
2,2,92,1
2,1,92,1
3,20,92,1
3,18,92,1
3,16,92,0
3,13,92,1
3,11,92,1
3,10,92,0
3,9,92,0
3,8,92,1
3,6,92,1
3,5,92,1
3,4,92,0
3,2,92,0
3,7,96,0
3,1,92,1
4,16,92,0
4,13,92,1
4,12,92,1
4,9,92,1
4,5,92,1
4,3,92,0
4,11,97,1
4,2,92,0
4,1,92,0
1,19,91,1
1,17,91,1
1,15,91,1
1,13,91,1
1,7,91,1
1,4,91,0
1,2,91,1
1,1,91,0
2,20,91,1
2,17,91,1
2,16,91,0
2,15,91,0
2,14,91,1
2,13,91,1
2,10,91,1
2,7,91,1
2,4,91,1
2,2,91,0
2,1,91,0
3,20,91,1
3,18,91,0
3,16,91,1
4,18,97,1
3,13,91,1
3,11,91,1
3,10,91,0
3,9,91,1
3,8,91,1
3,6,91,1
3,5,91,1
3,4,91,1
3,2,91,1
3,1,91,1
4,16,91,1
4,13,91,1
4,12,91,1
4,9,91,1
4,5,91,1
4,3,91,0
4,1,91,0
1,19,90,0
1,17,90,1
1,15,90,0
1,13,90,1
1,7,90,1
1,4,90,1
1,2,90,0
1,1,90,1
1,9,62,1
2,18,90,1
2,15,90,0
2,13,90,1
2,7,43,1
2,12,90,1
2,7,90,1
2,8,74,1
1,14,72,1
2,6,90,1
4,20,41,2
2,5,90,0
3,3,19,1
3,17,60,1
3,19,90,1
3,16,90,1
4,7,59,1
3,15,90,1
4,18,96,0
3,13,90,1
3,6,90,1
3,1,90,0
3,12,73,1
4,14,90,1
4,12,90,1
4,9,90,1
4,5,90,1
4,3,90,1
4,1,90,0
4,14,31,2
4,6,60,1
1,20,89,1
1,13,89,1
4,15,39,2
1,12,89,1
1,8,61,1
4,10,66,1
1,11,89,1
2,18,57,1
1,18,75,1
1,9,89,1
4,10,38,2
1,8,89,1
1,4,89,0
1,1,89,1
1,9,57,1
2,18,89,1
2,15,89,0
2,13,89,1
2,7,36,1
2,12,89,1
2,7,89,1
2,8,55,1
1,14,75,1
2,6,89,1
4,20,42,2
2,5,89,0
2,4,89,1
2,1,89,0
3,3,20,0
3,17,49,0
3,19,89,1
3,16,89,1
4,7,58,1
3,15,89,0
4,18,99,2
3,13,89,1
3,11,89,1
3,6,89,1
1,12,71,1
4,15,89,0
3,12,74,1
4,14,89,1
4,12,89,1
4,9,89,1
3,2,24,0
4,8,89,1
4,5,89,1
4,3,89,1
2,11,87,1
3,18,43,0
4,2,89,0
4,1,89,0
4,14,28,2
4,6,35,2
1,20,88,0
1,19,88,1
1,9,40,1
2,18,40,0
1,18,88,1
1,13,88,1
4,15,88,0
1,12,88,1
2,18,56,1
1,18,72,1
1,9,88,1
4,10,39,2
1,8,88,1
1,4,88,1
1,1,88,1
1,9,56,0
2,18,88,0
2,15,88,0
2,13,88,1
2,7,88,1
1,14,74,1
2,8,72,1
2,6,88,1
4,20,43,2
2,5,88,0
2,4,88,1
2,1,88,1
3,3,21,0
3,17,62,1
3,19,88,0
3,16,88,1
3,15,88,0
4,18,98,1
3,13,88,1
3,6,88,1
3,12,75,1
4,14,88,1
4,12,88,1
4,9,88,1
4,5,88,1
4,3,88,1
3,18,40,0
2,11,86,1
4,2,88,0
4,1,88,0
1,19,87,1
1,13,87,1
4,15,41,2
1,12,87,1
1,18,69,1
1,9,87,1
4,10,44,2
1,8,87,1
1,4,87,0
2,15,87,0
2,13,87,1
2,4,90,1
2,8,87,1
2,7,87,1
2,8,53,1
1,14,77,0
2,6,87,1
4,20,44,2
2,5,87,0
2,2,87,1
3,3,30,0
3,17,59,1
3,19,87,0
3,16,87,0
4,7,52,1
3,15,87,0
3,13,87,1
3,14,64,1
3,6,87,1
3,4,87,1
4,16,87,1
1,12,73,1
4,15,87,1
3,12,68,1
4,14,87,1
4,12,87,1
4,9,87,1
4,5,87,1
4,3,87,1
4,1,87,0
1,19,86,1
1,13,86,1
4,15,42,2
1,12,86,1
1,18,66,1
1,9,86,1
4,10,45,2
1,8,86,1
1,4,86,1
2,15,86,0
2,13,86,1
2,8,86,1
2,7,86,1
1,14,76,1
2,8,54,1
2,6,86,1
4,20,45,2
2,5,86,0
2,2,86,1
3,3,31,1
3,17,56,1
3,19,86,0
3,16,86,1
4,7,55,1
3,15,86,0
4,3,97,1
2,16,86,0
3,13,86,1
3,14,65,1
3,6,86,1
3,4,86,1
4,16,86,0
1,12,74,1
4,15,86,0
3,12,69,1
4,14,86,1
4,12,86,1
4,9,86,1
4,5,86,1
4,3,86,1
4,1,86,0
1,19,85,1
1,13,85,1
4,15,43,2
1,12,85,1
2,18,61,1
1,18,71,1
1,9,85,0
4,10,42,2
1,8,85,1
1,4,85,1
3,15,53,1
4,7,86,1
2,20,85,0
2,15,85,1
2,13,85,1
2,7,85,1
2,8,51,1
1,14,79,1
2,6,85,1
4,20,46,2
2,5,85,1
2,2,85,1
3,3,16,1
3,17,61,1
3,19,85,0
4,7,54,1
3,15,85,1
4,3,96,1
2,16,87,0
3,13,85,1
3,9,85,1
3,14,66,1
3,6,85,1
3,4,85,1
4,16,85,0
3,12,70,1
4,14,85,1
4,13,85,1
4,12,85,1
4,9,85,1
4,5,85,1
4,3,85,1
4,1,85,0
1,19,84,1
1,13,84,1
4,15,44,2
1,12,84,1
2,18,60,1
1,18,68,0
1,9,84,0
4,10,43,2
1,8,84,1
1,4,84,1
2,15,84,1
2,13,84,1
1,9,39,1
2,18,51,1
1,18,85,1
2,7,49,0
2,12,84,1
2,4,85,1
2,8,84,1
2,7,84,1
1,14,78,1
2,8,52,1
2,6,84,1
4,20,47,1
2,5,84,1
2,8,85,1
2,4,84,1
3,3,17,1
3,17,58,1
3,19,84,1
3,16,84,1
4,7,49,1
3,15,84,1
2,16,84,0
3,13,84,1
3,14,67,1
3,6,84,0
3,4,84,1
4,16,84,0
3,12,71,0
4,14,84,1
4,13,84,1
4,12,84,1
4,9,84,1
4,5,84,1
4,3,84,1
4,1,84,1
1,19,83,1
2,7,55,1
2,12,86,1
1,9,33,1
2,18,49,0
1,18,83,1
1,13,83,1
4,15,45,2
1,12,83,1
1,18,65,1
1,9,83,0
4,10,16,2
1,8,83,1
1,4,83,1
3,16,85,0
1,2,83,0
3,15,55,1
4,7,84,1
2,20,83,1
2,15,83,1
2,13,83,1
1,9,36,1
2,18,44,1
1,18,84,1
2,7,50,1
2,12,83,1
3,2,25,1
4,8,88,1
2,10,83,1
2,4,86,1
2,8,83,1
2,7,83,1
1,14,49,1
2,8,49,1
2,6,83,1
4,20,48,1
2,5,83,1
2,2,83,1
3,3,26,0
3,19,83,1
3,16,83,1
4,7,48,1
3,15,83,1
2,16,85,0
3,13,83,1
3,14,68,1
2,19,51,0
3,6,83,0
3,5,83,1
4,16,83,1
3,12,64,1
4,14,83,1
4,13,83,1
4,12,83,1
4,9,83,1
2,10,90,1
3,2,18,1
4,8,83,1
2,20,86,1
3,15,50,1
4,7,83,1
4,5,83,1
2,16,24,1
4,3,83,1
4,1,83,0
1,19,82,1
2,7,48,1
2,12,85,1
1,9,38,1
2,18,50,0
1,18,82,1
1,13,82,1
4,15,46,2
1,12,82,1
1,9,82,1
4,10,17,2
1,8,82,1
1,4,82,0
3,15,54,1
4,7,87,1
2,20,82,1
2,15,82,1
2,13,82,1
1,9,37,1
2,18,45,0
1,18,87,1
2,7,51,1
2,12,82,1
2,10,82,1
2,4,87,1
1,14,80,1
2,8,82,1
2,7,82,1
1,14,48,0
2,8,50,1
2,6,82,1
4,20,49,1
2,5,82,0
2,4,82,1
2,2,82,1
3,3,27,0
3,19,82,1
3,16,82,1
4,7,51,1
3,15,82,1
2,16,82,1
3,13,82,1
3,9,82,1
3,14,69,1
2,19,50,0
3,6,82,1
3,5,82,1
4,16,82,1
3,12,65,0
4,14,82,1
4,13,82,1
4,12,82,1
4,9,82,1
4,5,82,1
2,16,25,1
4,3,82,1
4,1,82,0
1,19,81,1
1,13,81,1
4,15,47,2
1,12,81,1
1,18,67,1
1,9,81,1
2,14,14,1
4,10,46,2
1,8,81,1
1,4,81,1
2,15,81,0
2,13,81,1
1,9,42,1
2,18,46,1
1,18,86,1
2,7,44,1
2,12,81,1
3,2,27,1
4,8,90,1
2,10,81,1
2,7,81,1
2,8,63,1
1,14,51,1
2,6,81,1
4,20,50,1
2,5,81,1
3,3,28,1
3,17,57,1
3,19,81,1
3,16,81,0
4,7,50,1
3,15,81,0
2,16,83,0
3,13,81,1
3,14,70,1
2,19,49,1
3,6,81,1
3,5,81,1
4,16,81,0
3,12,66,1
4,14,81,1
4,13,81,1
4,12,81,1
4,9,81,1
2,20,84,1
3,15,52,1
4,7,81,1
4,5,81,1
4,3,81,0
4,1,81,0
1,19,80,1
2,7,54,1
2,12,87,1
1,9,32,1
2,18,48,0
1,18,80,1
1,13,80,1
4,15,32,2
1,12,80,1
1,18,64,1
1,9,80,1
2,14,15,1
4,10,47,1
1,8,80,1
1,4,80,0
3,15,40,0
4,7,85,1
2,20,80,1
2,15,80,1
2,13,80,1
1,9,43,1
2,18,47,0
1,18,89,1
2,7,45,0
2,12,80,1
2,4,81,1
1,14,82,1
2,8,80,1
2,7,80,1
2,8,48,1
1,14,50,1
2,6,80,1
4,20,51,1
2,5,80,1
1,14,81,1
2,8,81,1
2,4,80,1
3,3,29,1
3,19,80,1
3,16,80,0
4,7,61,1
3,15,80,1
2,16,80,1
3,13,80,1
3,14,71,1
2,19,48,0
3,6,80,1
3,5,80,1
4,16,80,1
3,12,67,1
4,14,80,1
4,13,80,1
4,12,80,1
4,9,80,1
3,2,17,1
4,8,80,1
2,20,87,1
3,15,51,0
4,7,80,1
4,5,80,1
4,3,80,1
4,1,80,0
2,14,82,1
4,14,41,2
1,20,79,1
1,19,79,1
1,13,79,1
4,15,81,1
1,12,79,1
1,9,79,1
2,14,16,1
1,11,11,1
4,10,20,2
1,8,79,1
1,7,79,1
1,4,79,1
1,2,79,0
3,15,59,1
4,7,88,1
2,20,79,1
2,16,79,1
2,15,79,1
2,13,79,1
2,7,79,1
2,8,93,1
1,14,85,1
2,6,79,1
4,20,52,1
2,5,79,1
2,2,79,1
3,3,6,1
3,19,79,1
1,2,85,1
3,16,79,1
4,7,44,2
3,15,79,1
2,16,81,1
3,13,79,1
4,4,91,1
3,9,79,0
3,1,59,1
3,7,79,1
3,6,79,1
3,5,79,1
3,17,72,1
3,3,79,1
3,3,70,0
3,17,67,1
4,19,79,1
4,18,79,1
4,16,79,1
3,12,92,1
4,14,79,0
4,13,79,1
4,12,79,1
1,8,48,1
4,16,50,0
1,11,84,1
4,10,79,1
4,9,79,1
2,20,90,1
3,15,46,1
4,7,79,1
4,5,79,1
4,3,79,0
4,1,79,0
2,14,83,1
4,14,46,2
1,20,78,1
1,19,78,1
1,17,78,1
1,13,78,1
4,15,82,1
1,12,78,1
1,9,78,1
2,14,17,1
4,10,21,2
1,8,78,1
1,7,78,1
1,4,78,1
1,2,78,1
2,20,78,1
2,16,78,1
2,15,78,1
2,13,78,1
1,4,30,1
2,9,78,1
2,7,78,1
2,8,94,1
1,14,84,1
2,6,78,1
4,20,53,1
2,5,78,1
2,2,78,0
3,3,7,1
3,19,78,1
1,2,86,0
3,16,78,1
4,7,47,1
3,15,78,1
3,13,78,1
4,4,88,1
3,9,78,1
3,1,58,1
3,7,78,1
3,6,78,1
3,5,78,1
3,17,75,1
3,3,78,1
2,5,53,1
4,20,78,0
3,3,71,1
3,17,64,1
4,19,78,1
4,16,78,1
3,12,93,1
4,14,78,1
4,13,78,1
4,12,78,1
1,8,49,1
4,16,49,0
1,11,85,0
4,10,78,1
4,9,78,1
3,15,45,1
4,7,78,1
4,5,78,1
4,3,78,0
4,1,78,0
2,14,80,1
4,14,43,2
1,20,77,1
1,19,77,1
1,17,77,1
1,13,77,1
4,15,83,1
1,12,77,1
1,9,77,1
2,14,18,0
4,10,18,2
1,8,77,1
1,7,77,1
1,4,77,0
1,2,77,1
2,20,77,1
2,16,77,1
2,15,77,1
2,13,77,1
2,7,77,1
2,8,91,1
1,14,87,1
2,6,77,1
4,20,54,1
2,5,77,1
2,2,77,0
3,3,24,0
3,19,77,1
3,16,77,1
4,7,46,1
3,15,77,1
3,13,77,1
3,9,77,1
3,1,57,1
3,7,77,1
1,19,89,0
3,6,77,0
3,5,77,1
3,3,88,1
3,17,69,1
4,19,77,1
4,16,77,1
4,15,77,1
3,12,94,1
4,6,82,1
4,14,77,1
4,13,77,1
4,12,77,1
1,11,82,1
1,8,54,1
4,16,60,1
4,10,77,1
4,9,77,1
2,20,88,1
3,15,32,0
4,7,77,1
4,5,77,1
4,3,77,1
4,1,77,1
2,14,81,1
4,14,40,2
1,20,76,1
1,19,76,1
1,17,76,1
1,13,76,1
4,15,84,1
1,12,76,1
1,9,76,1
2,14,19,1
4,10,19,2
1,8,76,1
1,7,76,1
1,4,76,1
1,2,76,1
3,15,60,1
4,7,89,1
2,20,76,1
2,16,76,1
2,15,76,1
2,13,76,1
1,9,95,1
2,18,59,0
1,18,77,1
2,7,57,1
2,12,76,1
2,7,76,0
2,8,92,1
1,14,86,1
2,6,76,1
4,20,55,1
2,5,76,1
2,2,76,0
3,3,25,0
3,19,76,1
1,2,84,1
3,16,76,1
4,7,41,2
3,15,76,1
3,13,76,1
4,4,90,0
3,9,76,1
3,1,56,1
3,7,76,1
3,6,76,1
3,5,76,1
3,17,66,1
3,3,89,1
4,19,76,1
4,18,76,1
4,16,76,1
4,15,76,1
3,12,95,0
4,6,83,1
4,14,76,1
4,13,76,1
4,12,76,1
1,11,83,1
1,8,55,0
4,16,51,1
4,10,76,1
4,9,76,1
3,15,47,1
4,7,76,1
4,5,76,1
4,3,76,0
4,1,76,0
2,14,78,1
4,6,50,1
4,14,45,2
1,20,75,1
1,19,75,1
2,7,63,1
2,12,78,1
1,13,75,1
4,15,85,1
1,12,75,1
1,9,75,0
2,14,20,1
1,11,15,1
4,10,24,2
1,8,75,1
1,7,75,1
1,4,75,1
1,2,75,1
1,9,11,1
2,18,79,1
1,1,75,1
2,20,75,1
1,1,79,0
1,9,15,1
2,18,75,1
2,16,75,0
2,15,75,1
4,14,22,2
4,6,53,1
1,20,86,1
2,14,75,1
2,13,75,1
1,9,92,0
2,18,52,0
1,18,76,1
2,7,58,1
2,12,75,1
2,7,75,0
2,8,89,1
1,14,89,1
2,6,75,1
4,20,56,1
2,5,75,1
2,2,75,0
2,1,75,1
3,19,75,1
1,2,81,1
3,16,75,0
4,7,40,2
3,15,75,1
3,13,75,1
4,4,95,1
3,9,75,1
3,1,39,1
3,7,75,1
3,6,75,1
3,19,19,1
3,3,90,1
3,17,71,1
4,19,75,1
4,16,75,1
4,15,75,1
3,12,88,1
4,14,75,1
4,13,75,1
4,12,75,1
1,11,80,1
1,8,52,0
4,16,62,1
4,10,75,1
4,9,75,1
3,15,42,1
4,7,75,1
4,5,75,1
4,3,75,1
4,1,75,0
2,14,79,1
4,6,49,1
4,14,18,2
1,20,74,1
1,19,74,1
2,7,56,1
2,12,77,1
1,9,94,1
2,18,58,1
1,18,74,1
1,13,74,1
1,9,74,0
2,14,21,1
1,11,14,1
4,10,25,2
1,8,74,1
1,7,74,1
1,4,74,1
1,2,74,1
1,9,10,1
2,18,78,1
1,1,74,1
2,20,74,1
1,1,78,0
1,9,14,0
2,18,74,1
2,16,74,1
2,15,74,1
4,14,17,2
4,6,54,1
1,20,87,0
2,14,74,1
2,13,74,1
1,9,93,0
2,18,53,1
1,18,79,1
2,7,59,1
2,12,74,1
2,7,74,1
1,14,88,1
2,8,90,1
2,6,74,1
4,20,57,1
2,5,74,1
2,2,74,1
2,1,74,1
3,3,3,1
3,19,74,1
1,2,82,0
3,16,74,1
4,7,43,2
3,15,74,1
3,8,81,1
1,1,3,1
1,10,79,1
2,19,53,1
3,14,74,0
2,16,90,0
3,13,74,1
4,4,92,1
3,9,74,0
3,1,38,0
3,7,74,1
3,6,74,1
3,3,91,0
3,17,68,1
4,19,74,1
4,16,74,1
4,15,74,1
3,12,89,1
4,14,74,1
4,13,74,1
4,12,74,1
1,11,81,1
1,8,53,1
4,16,61,1
4,10,74,1
4,9,74,1
2,20,81,1
3,15,41,0
4,7,74,1
4,5,74,1
4,3,74,1
4,1,74,1
2,14,76,1
4,14,47,2
1,20,73,1
1,19,73,1
1,13,73,1
1,9,73,1
2,14,22,1
1,11,13,1
4,10,22,2
1,8,73,1
1,4,73,0
1,2,73,1
2,18,77,1
1,1,73,0
3,15,49,1
4,7,82,1
2,20,73,1
1,1,77,1
1,9,9,1
2,18,73,1
2,16,73,1
2,15,73,1
4,14,16,2
4,6,55,1
1,20,84,1
2,14,73,1
2,13,73,1
1,9,34,1
2,18,54,0
1,18,78,1
2,7,52,0
2,12,73,1
2,7,73,1
1,14,91,1
2,8,71,1
2,6,73,1
4,20,58,1
2,5,73,1
2,2,73,1
3,3,4,1
3,19,73,1
1,2,87,1
3,16,73,1
4,7,42,2
3,15,73,1
3,13,73,1
4,4,89,1
3,9,73,1
3,1,37,1
3,7,73,1
